id,is_correct,true_label_text,prediction_text,true_label,predicted_label,predicted_label_id,finish_reason,text,error
ynat-v1_dev_02328,False,사회,경제,2,경제,1.0,STOP,경인일보 인천본사 사장에 이영재 편집국장,
ynat-v1_dev_02329,False,생활문화,사회,3,사회,2.0,STOP,일본 사상가들의 말로 분석한 전후 내셔널리즘,
ynat-v1_dev_02330,True,사회,사회,2,사회,2.0,STOP,전북 노동단체 비정규직 명절상여금 차별 해소하라,
ynat-v1_dev_02331,True,경제,경제,1,경제,1.0,STOP,그래픽 LG전자 자동차 전기장비 부품 사업 이력,
ynat-v1_dev_02332,True,생활문화,생활문화,3,생활문화,3.0,STOP,전주서 포쇄 재현,
ynat-v1_dev_02333,True,IT과학,IT과학,0,IT과학,0.0,STOP,치매원인 뇌 노폐물 배출경로 찾았다…뇌막 림프관이 배수구,
ynat-v1_dev_02334,True,사회,사회,2,사회,2.0,STOP,착한소비 쌀 구매운동,
ynat-v1_dev_02335,True,경제,경제,1,경제,1.0,STOP,코스피 이틀 연속 상승 마감,
ynat-v1_dev_02336,True,사회,사회,2,사회,2.0,STOP,언론진흥재단 미디어교육 운영학교에 전문강사 등 지원,
ynat-v1_dev_02337,True,사회,사회,2,사회,2.0,STOP,대진대 법인 이사회 일방적 총장 선임에 교수협 반발,
ynat-v1_dev_02338,True,스포츠,스포츠,5,스포츠,5.0,STOP,프로농구 인삼공사 오세근 전치 2주…6강은 출전 힘들 듯종합,
ynat-v1_dev_02339,False,세계,생활문화,4,생활문화,3.0,STOP,괴레메 박물관 찾은 아나톨리아 오디세이 대표단,
ynat-v1_dev_02340,True,생활문화,생활문화,3,생활문화,3.0,STOP,9만8천㎡에 유채꽃 만발…금호강 하중도 한 달간 개방,
ynat-v1_dev_02341,True,생활문화,생활문화,3,생활문화,3.0,STOP,은하철도 999 성우 송도영씨와 만난 원작자 마쓰모토 레이지,
ynat-v1_dev_02342,True,사회,사회,2,사회,2.0,STOP,차정인 부산대 21대 총장 취임…대학본부 조직개편,
ynat-v1_dev_02343,False,사회,,2,,,SAFETY,이재갑 노동장관 사회 안전망 여전히 약해…전태일 정신 유효,
ynat-v1_dev_02344,True,사회,사회,2,사회,2.0,STOP,2002년생·코로나19…불안에 휩싸인 고3 학생·학부모종합,
ynat-v1_dev_02345,True,사회,사회,2,사회,2.0,STOP,서울대 코로나19 확산 우려에 개강 2주 연기…입학식 취소,
ynat-v1_dev_02346,True,사회,사회,2,사회,2.0,STOP,우석대 신종코로나 확산에 입학식·학위수여식 취소,
ynat-v1_dev_02347,True,세계,세계,4,세계,4.0,STOP,반난민 이탈리아 부총리 이번엔 사창가 부활 주장으로 논란,
ynat-v1_dev_02348,True,세계,세계,4,세계,4.0,STOP,코츠 美DNI국장 조만간 사퇴할듯…北·러 대응 트럼프와 엇박자,
ynat-v1_dev_02349,True,생활문화,생활문화,3,생활문화,3.0,STOP,이름값 해낸 황정민의 열연…연극 리차드 3세,
ynat-v1_dev_02350,True,사회,사회,2,사회,2.0,STOP,호서대 건강기능식품학과 신설,
ynat-v1_dev_02351,False,생활문화,경제,3,경제,1.0,STOP,어떤 계산대로 가서 줄을 서야 가장 빠를까…경제학자의 답은,
ynat-v1_dev_02352,True,경제,경제,1,경제,1.0,STOP,전진바이오팜 22억원 규모 전환사채 발행 결정,
ynat-v1_dev_02353,False,정치,세계,6,세계,4.0,STOP,남북 회담通 천해성전종수 연락사무소서도 케미 발휘할까,
ynat-v1_dev_02354,True,사회,사회,2,사회,2.0,STOP,세종교육청 소방서 연계 찾아가는 초등생존수영 교육,
ynat-v1_dev_02355,True,사회,사회,2,사회,2.0,STOP,코로나19 확산 속 치러진 논술고사,
ynat-v1_dev_02356,False,사회,,2,,,SAFETY,이건희 차명계좌 제재 불투명…동창회계좌 등도 피해 없을 듯,
ynat-v1_dev_02357,False,사회,생활문화,2,생활문화,3.0,STOP,동정 한국방송인회 신임 회장에 정창기 전 리빙TV 대표,
ynat-v1_dev_02358,False,사회,정치,2,정치,6.0,STOP,경남교육청 2학기 원격·등교수업 세부 지침안 마련,
ynat-v1_dev_02359,True,IT과학,IT과학,0,IT과학,0.0,STOP,명태 양식기술 등 올해 수산분야 연구성과 선정,
ynat-v1_dev_02360,False,생활문화,사회,3,사회,2.0,STOP,말복 맞아 개 식용금지 집회…복날엔 시원한 수박을,
ynat-v1_dev_02361,True,생활문화,생활문화,3,생활문화,3.0,STOP,넷플릭스 CCO 한국 콘텐츠 코로나 예방하며 제작,
ynat-v1_dev_02362,False,사회,경제,2,경제,1.0,STOP,안산시·산단공 내달 11일까지 온라인 일자리 박람회,
ynat-v1_dev_02363,False,IT과학,경제,0,경제,1.0,STOP,LG전자 먼지흡입물걸레질 무선 청소기 출시,
ynat-v1_dev_02364,True,경제,경제,1,경제,1.0,STOP,KCGI 한진 조원태 회장에 경영위기 해법 공개토론 하자,
ynat-v1_dev_02365,True,스포츠,스포츠,5,스포츠,5.0,STOP,FIFA 내부 고발자 블레이저 암투병 중 사망,
ynat-v1_dev_02366,False,정치,세계,6,세계,4.0,STOP,조선총련 산하 가극단 내달 북한서 김일성 생일 기념 공연,
ynat-v1_dev_02367,False,세계,,4,,,SAFETY,유럽 각국 코로나 대응 긴급 언론지원…프랑스 9천억원 예산,
ynat-v1_dev_02368,False,세계,,4,,,SAFETY,약물중독 비상 걸린 美…진통제 펜타닐 대량살상무기 지정 검토,
ynat-v1_dev_02369,True,세계,세계,4,세계,4.0,STOP,IS 시리아 북동부 수용소 장악…칼리프국 2.0 건설중,
ynat-v1_dev_02370,True,IT과학,IT과학,0,IT과학,0.0,STOP,항생제 무력화 효소 분석 성공…내성균 해결 실마리 찾았다,
ynat-v1_dev_02371,True,스포츠,스포츠,5,스포츠,5.0,STOP,프로농구 개막 첫날부터 NBA 출신 맞대결…티그 vs 그레이,
ynat-v1_dev_02372,False,사회,생활문화,2,생활문화,3.0,STOP,해외 항공사 승무원 체험 광주대 학생들,
ynat-v1_dev_02373,True,스포츠,스포츠,5,스포츠,5.0,STOP,아시안게임 운명의 축구 한일 결승전…상기해야 할 20...,
ynat-v1_dev_02374,True,세계,세계,4,세계,4.0,STOP,대만 총통 美하와이 비상관리국 방문 일정 주목,
ynat-v1_dev_02375,True,생활문화,생활문화,3,생활문화,3.0,STOP,신간 화엄교학 강론,
ynat-v1_dev_02376,True,사회,사회,2,사회,2.0,STOP,고영한 전 대법관 첫 공판,
ynat-v1_dev_02377,False,사회,정치,2,정치,6.0,STOP,해경청 경찰관 등 1천609명 채용…역대 최대 규모,
ynat-v1_dev_02378,True,사회,사회,2,사회,2.0,STOP,인천지역 코로나19 노동자 피해상담 중 고용 불안정 최다,
ynat-v1_dev_02379,True,사회,사회,2,사회,2.0,STOP,검찰 압수수색 시도에 긴장감 흐르는 채널A 보도국,
ynat-v1_dev_02380,True,스포츠,스포츠,5,스포츠,5.0,STOP,킹 제임스 처음으로 NBA 정규리그 개근,
ynat-v1_dev_02381,True,사회,사회,2,사회,2.0,STOP,게시판 한화투자증권 2019년 CEO배 자선 볼링대회,
ynat-v1_dev_02382,True,사회,사회,2,사회,2.0,STOP,등교하며 손 소독·발열 검사 필수,
ynat-v1_dev_02383,True,정치,정치,6,정치,6.0,STOP,권력기관 개혁 관련 언론 브리핑 입장하는 추미애박지원진영,
ynat-v1_dev_02384,False,사회,생활문화,2,생활문화,3.0,STOP,SK 서린동 본사 구글·페이스북 사무실처럼 바뀐다,
ynat-v1_dev_02385,True,IT과학,IT과학,0,IT과학,0.0,STOP,SKT 아시아 5G 권위상 석권…5G 기술력 입증,
ynat-v1_dev_02386,True,정치,정치,6,정치,6.0,STOP,朴대통령 많은 국민 희생후 테러방지법 통과시킨다는건지,
ynat-v1_dev_02387,False,생활문화,사회,3,사회,2.0,STOP,김덕영 교수의 사회학이론 시리즈 첫 책…에밀 뒤르케임,
ynat-v1_dev_02388,False,사회,생활문화,2,생활문화,3.0,STOP,원로수필가 정진권 전 한국체대 교수 별세,
ynat-v1_dev_02389,True,경제,경제,1,경제,1.0,STOP,코스피 개미 사자에 반등 마감…1890선 회복종합,
ynat-v1_dev_02390,True,경제,경제,1,경제,1.0,STOP,1956∼1989년 북한 경제성장률 연 4.7%…70·80년대 2%대,
ynat-v1_dev_02391,True,정치,정치,6,정치,6.0,STOP,이목희 與 경제위기 뒤집어씌우기 전술로 선거 활용,
ynat-v1_dev_02392,True,세계,세계,4,세계,4.0,STOP,핵항모 레이건에 美해군용 오스프리 투입 남중국해 작전 지원,
ynat-v1_dev_02393,True,생활문화,생활문화,3,생활문화,3.0,STOP,홍삼포크 드시고 인삼주 담그세요 증평인삼골축제 28일 개막,
ynat-v1_dev_02394,True,생활문화,생활문화,3,생활문화,3.0,STOP,신간 헤겔과 그 적들·아더 마인즈,
ynat-v1_dev_02395,True,사회,사회,2,사회,2.0,STOP,그래픽 등교수업 연기 학교 현황,
ynat-v1_dev_02396,False,사회,경제,2,경제,1.0,STOP,이동걸정몽규 아시아나 인수 향배 놓고 최후 담판,
ynat-v1_dev_02397,False,사회,,2,,,SAFETY,인천교육청 영어 위주 교육 프로그램 다국어 체제로 개편,
ynat-v1_dev_02398,True,IT과학,IT과학,0,IT과학,0.0,STOP,NASA 화성탐사계획 인사이트 2018년으로 2년 연기,
ynat-v1_dev_02399,True,사회,사회,2,사회,2.0,STOP,적폐청산·노동존중…이달 28일 전국서 시민단체 공동행동,
ynat-v1_dev_02400,True,생활문화,생활문화,3,생활문화,3.0,STOP,알라모 렌터카 봄맞이 프로모션 이벤트 마련,
ynat-v1_dev_02401,False,스포츠,사회,5,사회,2.0,STOP,풋살장 골대 넘어져 중학생 중상…지면과 고정 안 돼,
ynat-v1_dev_02402,True,생활문화,생활문화,3,생활문화,3.0,STOP,박열·군함도 미리 읽자…영화 개봉 앞두고 나온 책들,
ynat-v1_dev_02403,False,세계,,4,,,SAFETY,英 존슨 웨일스 담당 장관만 신임 임명…미니 개각,
ynat-v1_dev_02404,False,생활문화,사회,3,사회,2.0,STOP,김홍도가 외가서 그림 배웠다…어린이책에 오류 많아,
ynat-v1_dev_02405,False,세계,IT과학,4,IT과학,0.0,STOP,러시아 우주화물선 프로그레스 발사성공…이틀 뒤 ISS 도킹,
ynat-v1_dev_02406,True,경제,경제,1,경제,1.0,STOP,신세계그룹 총 9천억원 규모로 중소협력사 자금 지원,
ynat-v1_dev_02407,True,경제,경제,1,경제,1.0,STOP,캘러닉 전 우버 CEO 보유주식 29% 소프트뱅크에 매각,
ynat-v1_dev_02408,True,경제,경제,1,경제,1.0,STOP,이용우·윤호영 카카오뱅크 공동대표 연임,
ynat-v1_dev_02409,True,생활문화,생활문화,3,생활문화,3.0,STOP,신간 궁중의례미술과 십이장 도상,
ynat-v1_dev_02410,True,IT과학,IT과학,0,IT과학,0.0,STOP,LGU 효율적인 셀 설계로 5G 균등속도 보장…커버리지도 확대,
ynat-v1_dev_02411,True,생활문화,생활문화,3,생활문화,3.0,STOP,극단 민예 템프파일 서울연극인대상 대상,
ynat-v1_dev_02412,True,사회,사회,2,사회,2.0,STOP,만화로 보는 학생 항일운동…청주교육지원청 웹툰 제작 눈길,
ynat-v1_dev_02413,False,세계,,4,,,SAFETY,잠 좀 잡시다…2시간마다 점호에 좀비 된 마약왕 구스만,
ynat-v1_dev_02414,False,세계,,4,,,SAFETY,日장관 수영스타 백혈병에 올림픽 성적 걱정했다 몰매종합,
ynat-v1_dev_02415,True,스포츠,스포츠,5,스포츠,5.0,STOP,류현진 상대하는 애리조나 9명 모두 우타자 배치…마르테 복귀,
ynat-v1_dev_02416,False,사회,정치,2,정치,6.0,STOP,거리두기 단계 격상하나…정부 29일 일요일 중대본서 최종결정,
ynat-v1_dev_02417,True,생활문화,생활문화,3,생활문화,3.0,STOP,바이올리니스트 김계희 日 무네츠구 콩쿠르서 우승,
ynat-v1_dev_02418,True,경제,경제,1,경제,1.0,STOP,그래픽 고 신격호 롯데 회장 상속 상황,
ynat-v1_dev_02419,False,사회,,2,,,SAFETY,동두천소식 건물 4천600동 화재 안전 정보조사,
ynat-v1_dev_02420,False,사회,,2,,,SAFETY,뇌물수수 혐의 송도근 사천시장 구속영장 기각,
ynat-v1_dev_02421,True,생활문화,생활문화,3,생활문화,3.0,STOP,백제 사비도읍기 건축물 치석기법 연구서 출간,
ynat-v1_dev_02422,False,IT과학,사회,0,사회,2.0,STOP,SKB Btv ZEM키즈 누리교실·초등학습·영어스쿨 신설,
ynat-v1_dev_02423,True,정치,정치,6,정치,6.0,STOP,대통령 탄핵 파면·인용·최서원 검색 급증,
ynat-v1_dev_02424,True,경제,경제,1,경제,1.0,STOP,원달러 환율 상승 마감…1186원,
ynat-v1_dev_02425,True,사회,사회,2,사회,2.0,STOP,학교 비정규직 복리후생 차별 해소하라,
ynat-v1_dev_02426,True,사회,사회,2,사회,2.0,STOP,미쉐린가이드 의혹 제기 레스토랑에 법적 대응,
ynat-v1_dev_02427,False,사회,정치,2,정치,6.0,STOP,기자실 들어서는 김현종 본부장과 유명희 수석대표,
ynat-v1_dev_02428,False,정치,세계,6,세계,4.0,STOP,안보리 대북결의안 2270호 이행보고서 제출한 나라 70개 육박,
ynat-v1_dev_02429,False,세계,경제,4,경제,1.0,STOP,미국 주택담보대출 연체 수준 8년여만의 최악,
ynat-v1_dev_02430,True,사회,사회,2,사회,2.0,STOP,노동운동 역사 담긴 인천 원도심 교회…재개발로 사라질 위기,
ynat-v1_dev_02431,True,사회,사회,2,사회,2.0,STOP,안전한 일터를 만듭시다,
ynat-v1_dev_02432,True,사회,사회,2,사회,2.0,STOP,70대 늦깎이 대학원생 1천만원 기탁 가난은 잘못 아니야,
ynat-v1_dev_02433,False,생활문화,사회,3,사회,2.0,STOP,수능 부모의 마음,
ynat-v1_dev_02434,True,정치,정치,6,정치,6.0,STOP,靑 北 노동당대회 주시하면서 만약의 상황 대비,
ynat-v1_dev_02435,True,경제,경제,1,경제,1.0,STOP,지난달 부동산 경매 건수 역대 최저…낙찰가율도 하락,
ynat-v1_dev_02436,True,경제,경제,1,경제,1.0,STOP,코스피 4.76%↓…3월 코로나 공포 이후 최대 낙폭종합2보,
ynat-v1_dev_02437,False,경제,사회,1,사회,2.0,STOP,한노총 삼척지부 해외연수비 4천만원 반납…코로나 극복 동참,
ynat-v1_dev_02438,True,경제,경제,1,경제,1.0,STOP,원달러 환율 하락 출발…1160원대 중반 등락,
ynat-v1_dev_02439,True,경제,경제,1,경제,1.0,STOP,금융지주회장단 9월 만기연장은 코로나·기업사정 보고 결정,
ynat-v1_dev_02440,True,경제,경제,1,경제,1.0,STOP,5대 은행 전세대출 지난해 80조 돌파…증가세는 둔화,
ynat-v1_dev_02441,True,사회,사회,2,사회,2.0,STOP,울산지역 유치원·초중고교 60곳 격일·격주 등교,
ynat-v1_dev_02442,False,사회,경제,2,경제,1.0,STOP,신문·잡지 84% 코로나19로 경영 위기 심각,
ynat-v1_dev_02443,True,사회,사회,2,사회,2.0,STOP,일하다 죽지 않게 차별받지 않게…이달 22일 희망버스종합,
ynat-v1_dev_02444,True,사회,사회,2,사회,2.0,STOP,저소득 어르신들께 써달라 빈 병 팔아 기부한 시민,
ynat-v1_dev_02445,False,사회,경제,2,경제,1.0,STOP,한남대 학생 창업역량·인프라 전국 상위권 기록,
ynat-v1_dev_02446,True,사회,사회,2,사회,2.0,STOP,340만 인구에 의대 정원 겨우 76명…경남 의료 인력 확충하라,
ynat-v1_dev_02447,False,경제,정치,1,정치,6.0,STOP,금융교육협의회서 발언하는 김용범 부위원장,
ynat-v1_dev_02448,True,사회,사회,2,사회,2.0,STOP,조선뉴스프레스 사장에 이동한씨 선임,
ynat-v1_dev_02449,True,생활문화,생활문화,3,생활문화,3.0,STOP,낙조와 노송 숲의 조화 고창 동호·구시포 해수욕장 7일 개장,
ynat-v1_dev_02450,False,사회,정치,2,정치,6.0,STOP,양천구 대학생 행정인턴 임명장 수여,
ynat-v1_dev_02451,False,사회,,2,,,SAFETY,국회의원이랑 친한데… 로비자금 뜯어낸 60대 징역형,
ynat-v1_dev_02452,True,생활문화,생활문화,3,생활문화,3.0,STOP,동계올림픽 소개서 동계올림픽의 모든 것 출간,
ynat-v1_dev_02453,True,세계,세계,4,세계,4.0,STOP,영국 BBC 크리스마스의 기적 흥남철수 재조명,
ynat-v1_dev_02454,True,사회,사회,2,사회,2.0,STOP,상주적십자병원으로 이송되는 코로나19 환자들,
ynat-v1_dev_02455,False,사회,생활문화,2,생활문화,3.0,STOP,충북소식 MBC 이해승 기자 일본 관통기 출간,
ynat-v1_dev_02456,False,사회,경제,2,경제,1.0,STOP,신년사 한창수 아시아나 사장 새로운 시작…수익성 개선 과제,
ynat-v1_dev_02457,False,사회,경제,2,경제,1.0,STOP,HDC아이앤콘스 제주 곶자왈 아이파크 이달 말 분양,
ynat-v1_dev_02458,True,생활문화,생활문화,3,생활문화,3.0,STOP,주말 N 여행 호박이 익어가는 계절…시코쿠 여행의 묘미,
ynat-v1_dev_02459,False,사회,정치,2,정치,6.0,STOP,경기도 비정규직 보상제도 명칭 공정수당으로 확정,
ynat-v1_dev_02460,True,경제,경제,1,경제,1.0,STOP,8조원대 적자 조선 빅3 설 상여금 지급한다,
ynat-v1_dev_02461,True,생활문화,생활문화,3,생활문화,3.0,STOP,베스트셀러 김미경 엄마의 자존감 공부 출간과 동시에 1위,
ynat-v1_dev_02462,False,사회,정치,2,정치,6.0,STOP,한국노총 노조법 개정 강행하면 중대 결심…저항 나설 것,
ynat-v1_dev_02463,True,경제,경제,1,경제,1.0,STOP,Sh수협은행 전산장비 교체로 11일 새벽 금융서비스 중단,
ynat-v1_dev_02464,True,사회,사회,2,사회,2.0,STOP,대전지역 교육·노동·시민단체 전교조 법외노조 취소하라,
ynat-v1_dev_02465,False,사회,정치,2,정치,6.0,STOP,노동법 개정은 개악안 철폐 촉구하는 양대노총,
ynat-v1_dev_02466,False,사회,정치,2,정치,6.0,STOP,광주·전라 지역방송 정책 간담회,
ynat-v1_dev_02467,True,스포츠,스포츠,5,스포츠,5.0,STOP,도르트문트 강설로 경기 연기…박주호는 명단제외,
ynat-v1_dev_02468,True,경제,경제,1,경제,1.0,STOP,대우조선 노르웨이 씨탱커스서 LNG운반선 1척 수주,
ynat-v1_dev_02469,True,생활문화,생활문화,3,생활문화,3.0,STOP,낭만적 결혼은 더이상 없다…유제니디스 신작 소설,
ynat-v1_dev_02470,True,사회,사회,2,사회,2.0,STOP,현대로템 학대피해아동 심리치료비 3천만원 지원,
ynat-v1_dev_02471,True,사회,사회,2,사회,2.0,STOP,전북 지역 돌봄 전담사 6일 파업…지자체 민간위탁 철회하라,
ynat-v1_dev_02472,False,정치,사회,6,사회,2.0,STOP,민주노총 위원장 후보언론사 초청 합동 토론회,
ynat-v1_dev_02473,True,스포츠,스포츠,5,스포츠,5.0,STOP,특급 활약 김강민 SK 우승 DNA 올해 잘 맞물렸다,
ynat-v1_dev_02474,True,사회,사회,2,사회,2.0,STOP,배수장 수돗물 점검 현장 찾은 취재진,
ynat-v1_dev_02475,True,사회,사회,2,사회,2.0,STOP,세종시교육청 유·초등생용 소형 보건용 마스크 배부,
ynat-v1_dev_02476,True,정치,정치,6,정치,6.0,STOP,두 정권 입각 진영 청문회…野 정체성 궁금 與 소신 존경,
ynat-v1_dev_02477,True,스포츠,스포츠,5,스포츠,5.0,STOP,기업은행 FA 영입 표승주·보상 선수 김주향 시너지 기대,
ynat-v1_dev_02478,False,정치,세계,6,세계,4.0,STOP,박원순 콜롬비아 한국전 참전기념탑 헌화…존경과 감사,
ynat-v1_dev_02479,False,사회,정치,2,정치,6.0,STOP,임실군 섬진강댐 방문한 김계조 본부장,
ynat-v1_dev_02480,True,사회,사회,2,사회,2.0,STOP,청소년 안전망 구축 대전 서부경찰서·성문화센터 맞손,
ynat-v1_dev_02481,True,사회,사회,2,사회,2.0,STOP,경남 취약노동자 소득 코로나19 이전보다 62.5% 감소,
ynat-v1_dev_02482,False,세계,스포츠,4,스포츠,5.0,STOP,다둥이 아빠 호날두 아빠 된다는 것 형언할 수 없는...,
ynat-v1_dev_02483,True,경제,경제,1,경제,1.0,STOP,스튜디오드래곤 작년 영업이익 287억원…전년 대비 28.1%↓,
ynat-v1_dev_02484,False,사회,,2,,,SAFETY,한수원 원전중단 원인 고무이음관 12년마다 교체,
ynat-v1_dev_02485,False,사회,,2,,,SAFETY,쿠웨이트 한국 기업인 입국 허가,
ynat-v1_dev_02486,True,경제,경제,1,경제,1.0,STOP,사라지는 떠돌이 돈…요구불예금 증가율 8년 만에 최저,
ynat-v1_dev_02487,False,사회,정치,2,정치,6.0,STOP,전남소방공무원 신규 채용 체력시험 연기…코로나19 확산 우려,
ynat-v1_dev_02488,True,생활문화,생활문화,3,생활문화,3.0,STOP,들어서는 순간 호객 서해안 해수욕장…주차난도 여전,
ynat-v1_dev_02489,True,경제,경제,1,경제,1.0,STOP,주가 폭락때 자사주 매입한 CEO들 최대 200억원대 평가익,
ynat-v1_dev_02490,True,사회,사회,2,사회,2.0,STOP,인천교육청 인천 전교조와 6년 만에 단체교섭 개시,
ynat-v1_dev_02491,True,사회,사회,2,사회,2.0,STOP,기술고도화에도 끊이지 않는 철도사고…10건중 4건 원인 사람,
ynat-v1_dev_02492,False,IT과학,스포츠,0,스포츠,5.0,STOP,드론 천재 김민찬 기가 월드 마스터즈 우승종합,
ynat-v1_dev_02493,True,세계,세계,4,세계,4.0,STOP,최악의 시기 겪은 헌츠먼 주러 미 대사 연말 귀임할 듯,
ynat-v1_dev_02494,False,사회,,2,,,SAFETY,창원시 노사민정 협력 으뜸…고용노동부 평가 최우수,
ynat-v1_dev_02495,True,생활문화,생활문화,3,생활문화,3.0,STOP,獨연출가 오스터마이어 리처드 3세로 2년 만에 방한,
ynat-v1_dev_02496,True,정치,정치,6,정치,6.0,STOP,국조특위 오늘 서울구치소 방문…최순실은 불출석 의사,
ynat-v1_dev_02497,False,생활문화,,3,,,SAFETY,이번 주말 국치의 길· 경제침탈의 길 걸어볼까,
ynat-v1_dev_02498,True,사회,사회,2,사회,2.0,STOP,파리바게뜨 제빵사 제3노조 설립…우린 양대노총과 달라,
ynat-v1_dev_02499,True,스포츠,스포츠,5,스포츠,5.0,STOP,SK 와이번스 행복더하기 야구단 7기 창단식,
ynat-v1_dev_02500,True,생활문화,생활문화,3,생활문화,3.0,STOP,폐허가 된 미술관 썩어가는 사과탑…오늘날 미술은 어디에,
ynat-v1_dev_02501,True,IT과학,IT과학,0,IT과학,0.0,STOP,광명시 시청에 AI면접 체험관 설치 운영,
ynat-v1_dev_02502,True,사회,사회,2,사회,2.0,STOP,도로공사 요금수납원 도명화·유창근 단식농성 돌입,
ynat-v1_dev_02503,True,사회,사회,2,사회,2.0,STOP,SBS노조 이중 지주사 체제에 반발…방송사업 의지 있나,
ynat-v1_dev_02504,True,정치,정치,6,정치,6.0,STOP,민주 당규 개정해 폭행 구의원 징계키로…일벌백계,
ynat-v1_dev_02505,True,사회,사회,2,사회,2.0,STOP,법원 SBS 손석희 동승자 보도 비판 MBC 정정보도해야,
ynat-v1_dev_02506,True,사회,사회,2,사회,2.0,STOP,동강대 비대면 수업 20일까지 연장,
ynat-v1_dev_02507,False,사회,,2,,,SAFETY,광주 코로나19 위기 극복 공공일자리 지원센터 가동,
ynat-v1_dev_02508,True,경제,경제,1,경제,1.0,STOP,LGU 휴대전화 보험상품 가입기한 늘리고 요금 내렸다,
ynat-v1_dev_02509,False,정치,세계,6,세계,4.0,STOP,최진욱 남북대화 가능해지려면 北 2·29 합의로 돌아가야,
ynat-v1_dev_02510,True,경제,경제,1,경제,1.0,STOP,코스피 약보합 출발…2620대,
ynat-v1_dev_02511,False,경제,,1,,,SAFETY,내년도 최저임금 줄다리기 곧 시작…29일 최초 요구안 제출종합,
ynat-v1_dev_02512,True,사회,사회,2,사회,2.0,STOP,고아권익연대 충북희망원 폐쇄 보호 아동 의견 존중해야,
ynat-v1_dev_02513,True,IT과학,IT과학,0,IT과학,0.0,STOP,삼성 갤럭시 앱스 대형 게임 잇단 유치로 세 불리기,
ynat-v1_dev_02514,True,스포츠,스포츠,5,스포츠,5.0,STOP,아이재아 토머스 2대 2 트레이드로 레이커스 이적,
ynat-v1_dev_02515,True,세계,세계,4,세계,4.0,STOP,美 화웨이 퇴출 적신호 英 이어 뉴질랜드도 이상기류,
ynat-v1_dev_02516,True,사회,사회,2,사회,2.0,STOP,춘천 시내버스 일부 결행…시민 불편·혼란은 미미,
ynat-v1_dev_02517,False,생활문화,사회,3,사회,2.0,STOP,조선이공대 열린 도서관 JOY 도서관 개관,
ynat-v1_dev_02518,False,사회,,2,,,SAFETY,국립 부경대 총장 선거 파행 한 달 만에 합의로 선출,
ynat-v1_dev_02519,False,정치,경제,6,경제,1.0,STOP,北 평양 능라도 맞은편에 최대 규모 쇼핑몰 건설중,
ynat-v1_dev_02520,False,정치,세계,6,세계,4.0,STOP,北 태영호에 특급 범죄자 비난…첫 반응,
ynat-v1_dev_02521,True,생활문화,생활문화,3,생활문화,3.0,STOP,한국관광 인기 검색어는 동대문시장ㆍ요리ㆍ영화,
ynat-v1_dev_02522,True,경제,경제,1,경제,1.0,STOP,특징주 신양오라컴 자금조달 기대감에 급등,
ynat-v1_dev_02523,True,세계,세계,4,세계,4.0,STOP,작년 집속탄 사상자 149명…전년보다 51% 감소,
ynat-v1_dev_02524,False,사회,정치,2,정치,6.0,STOP,구미시 출산축하금 확대 등 인구증가 시책,
ynat-v1_dev_02525,True,생활문화,생활문화,3,생활문화,3.0,STOP,서울역사박물관 경강 광나루에서 양화진까지 개막,
ynat-v1_dev_02526,True,사회,사회,2,사회,2.0,STOP,개인별 이격 배치한 3학년용 책걸상과 교탁에 비치한 방역물품,
ynat-v1_dev_02527,True,IT과학,IT과학,0,IT과학,0.0,STOP,LG AI로 화학소재 개발 나선다…다국적 컨소시엄 결성,
ynat-v1_dev_02528,True,세계,세계,4,세계,4.0,STOP,G7정상 보수성지 日이세신궁 방문…정교분리 위반 논란,
ynat-v1_dev_02529,False,사회,,2,,,SAFETY,의·정 대화 물꼬 텄지만…전임의 파업 가세 변곡점 맞나,
ynat-v1_dev_02530,True,경제,경제,1,경제,1.0,STOP,저축은행 대출 휴일에도 온라인 상환…이자 부담 완화,
ynat-v1_dev_02531,True,생활문화,생활문화,3,생활문화,3.0,STOP,조태일 시인 18주기 문학축전·대산대학문학상 공모,
ynat-v1_dev_02532,False,사회,정치,2,정치,6.0,STOP,학교 주변에 당구장·만화방 생긴다…교육환경법 국무회의 통과,
ynat-v1_dev_02533,True,경제,경제,1,경제,1.0,STOP,삼성전자 주총…퍼스트무버로 거듭나겠다종합,
ynat-v1_dev_02534,True,경제,경제,1,경제,1.0,STOP,해태 만두시장 1위 탈환할까…최대중량 왕교자 출시,
ynat-v1_dev_02535,False,경제,,1,,,SAFETY,당산 아이파크·마포프레스티지 자이도 청약 위장전입 조사,
ynat-v1_dev_02536,True,세계,세계,4,세계,4.0,STOP,英 총선서 자유민주당 대표 등 거물급 정치인 줄줄이 낙선,
ynat-v1_dev_02537,True,경제,경제,1,경제,1.0,STOP,자이 아파트 브랜드가치 평가서 1위…2위는 래미안,
ynat-v1_dev_02538,True,세계,세계,4,세계,4.0,STOP,日 새 연호 레이와 영어 뜻풀이는 아름다운 조화,
ynat-v1_dev_02539,False,세계,스포츠,4,스포츠,5.0,STOP,NBC해설위원 마르티노 내년 2월 미 축구협회 회장선거에...,
ynat-v1_dev_02540,True,생활문화,생활문화,3,생활문화,3.0,STOP,정원디자이너 오경아가 들려주는 정원 속 숨은 이야기,
